"source_group","source_path","line","timestamp_utc","token","classification","exclude_reason","confidence","address_candidates","symbol_hints"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3855",,"0x0146780A","new-candidate",,"medium","146780A;106780A;186780A",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","31",,"0xF25D70","new-candidate",,"medium","F25D70;B25D70;1325D70",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","123",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","706",,"FUN_00A58080","new-candidate",,"medium","A58080;658080;E58080","FhMethodHandle;FUN_00a58080;__addr_FUN_00a58080;FUN_00A58080"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/damageReworks-0e9da96560a505dd.cs","118",,"0x1F11242","new-candidate",,"medium","1F11242;1B11242;2311242","FhUtil"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4085",,"0x0085A3FC","new-candidate",,"medium","85A3FC;45A3FC;C5A3FC",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Components/BrotherhoodTransition.cs","23",,"0xD3205C","new-candidate",,"medium","D3205C;93205C;113205C",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","77",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","232",,"FUN_00A45FD0","new-candidate",,"medium","A45FD0;645FD0;E45FD0","FUN_00a45fd0;FUN_00A45FD0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4030",,"0x01440C98","new-candidate",,"medium","1440C98;1040C98;1840C98",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","22",,"0x922D64","new-candidate",,"medium","922D64;522D64;D22D64",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","186",,"FUN_00A45570","new-candidate",,"medium","A45570;645570;E45570","FUN_00a45570;FUN_00A45570"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/OverdriveModes-eb9e5c84c3aebc61.cs","54",,"FUN_007B10D0","new-candidate",,"medium","7B10D0;3B10D0;BB10D0","FUN_007b10d0;FUN_007B10D0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3117",,"0x014676D2","new-candidate",,"medium","14676D2;10676D2;18676D2",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","3270",,"0x659E80","new-candidate",,"medium","659E80;259E80;A59E80","FhUtil;FUN_00a59e80"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/X2TurnBased_module-e30181b1a2a3f1d5.cs","35",,"0x634AE0","new-candidate",,"medium","634AE0;234AE0;A34AE0","FhMethodHandle"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","482",,"0x00F3CAF1","new-candidate",,"medium","F3CAF1;B3CAF1;133CAF1",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","268",,"0xD2CD55","new-candidate",,"medium","D2CD55;92CD55;112CD55",""
"rg-scan",".workspace/research/FFX_TAS_Python/players/wakka.py","58",,"0x00DA0BD0","new-candidate",,"medium","DA0BD0;9A0BD0;11A0BD0",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","348",,"FUN_00A5A2E0","new-candidate",,"medium","A5A2E0;65A2E0;E5A2E0","FUN_00a5a2e0;__addr_FUN_00a5a2e0;FUN_00A5A2E0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","60",,"0xF270E8","new-candidate",,"medium","F270E8;B270E8;13270E8",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","499",,"FUN_00A49590","new-candidate",,"medium","A49590;649590;E49590","FhMethodHandle;FUN_00a49590;FUN_00A49590"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","377",,"FUN_00A49270","new-candidate",,"medium","A49270;649270;E49270","FUN_00a49270;FUN_00A49270"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","549",,"FUN_00A598A0","new-candidate",,"medium","A598A0;6598A0;E598A0","FhMethodHandle;FUN_00a598a0;FUN_00A598A0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","261",,"0xD2CD16","new-candidate",,"medium","D2CD16;92CD16;112CD16",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","616",,"FUN_00A59760","new-candidate",,"medium","A59760;659760;E59760","FhUtil;FUN_00a59760;__addr_FUN_00a59760;FUN_00A59760"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","3232",,"0x644EF0","new-candidate",,"medium","644EF0;244EF0;A44EF0","FhUtil;FUN_00a44ef0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","598",,"FUN_00A505E0","new-candidate",,"medium","A505E0;6505E0;E505E0","FhMethodHandle;FUN_00a505e0;FUN_00A505E0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2043",,"0x0085A03C","new-candidate",,"medium","85A03C;45A03C;C5A03C",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","887",,"0x00D32084","new-candidate",,"medium","D32084;932084;1132084",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","675",,"FUN_00A5B400","new-candidate",,"medium","A5B400;65B400;E5B400","FhUtil;FUN_00a5b400;__addr_FUN_00a5b400;FUN_00A5B400"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2594",,"0x0146780A","new-candidate",,"medium","146780A;106780A;186780A",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1792",,"0x0012AD860","new-candidate",,"medium","12AD860;EAD860;16AD860",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","187",,"0x645570","new-candidate",,"medium","645570;245570;A45570","__addr_FUN_00a45570"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3794",,"0x1197730","new-candidate",,"medium","1197730;D97730;1597730",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","238",,"0x6459E0","new-candidate",,"medium","6459E0;2459E0;A459E0","__addr_FUN_00a459e0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4068",,"0x014663A8","new-candidate",,"medium","14663A8;10663A8;18663A8",""
"discord-compact",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json",,,"0xEBFF","new-candidate",,"medium","EBFF;40EBFF","Atel;AtelBasicWorker;AtelOp"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","85",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","108",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","284",,"0x4B7070","new-candidate",,"medium","4B7070;B7070;8B7070","__addr_TOGetEasyMesWFontLInterModeChrName"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","881",,"0x1F057F8","new-candidate",,"medium","1F057F8;1B057F8;23057F8","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","696",,"FUN_00A47F00","new-candidate",,"medium","A47F00;647F00;E47F00","FhMethodHandle;FUN_00a47f00;__addr_FUN_00a47f00;FUN_00A47F00"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/Character7-693244e13fb825c5.cs","40",,"FUN_007B10D0","new-candidate",,"medium","7B10D0;3B10D0;BB10D0","FUN_007b10d0;FUN_007B10D0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","532",,"0xEA23A4","new-candidate",,"medium","EA23A4;AA23A4;12A23A4",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2394",,"0x64F250","new-candidate",,"medium","64F250;24F250;A4F250","FhUtil;FUN_00a4f250"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3091",,"0x00F2FF14","new-candidate",,"medium","F2FF14;B2FF14;132FF14",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/Character7-693244e13fb825c5.cs","49",,"0x886D80","new-candidate",,"medium","886D80;486D80;C86D80","FhUtil"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1392",,"0x00D30B5C","new-candidate",,"medium","D30B5C;930B5C;1130B5C",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","232",,"0xD32524","new-candidate",,"medium","D32524;932524;1132524",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2650",,"0x64F930","new-candidate",,"medium","64F930;24F930;A4F930","FhUtil;FUN_00a4f930"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1817",,"0x0012BEB28","new-candidate",,"medium","12BEB28;EBEB28;16BEB28",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","676",,"FUN_00A56A40","new-candidate",,"medium","A56A40;656A40;E56A40","FhUtil;FUN_00a56a40;__addr_FUN_00a56a40;FUN_00A56A40"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3934",,"0x0085A860","new-candidate",,"medium","85A860;45A860;C5A860",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","398",,"0x65B400","new-candidate",,"medium","65B400;25B400;A5B400","__addr_FUN_00a5b400"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","530",,"0x657F80","new-candidate",,"medium","657F80;257F80;A57F80","__addr_FUN_00a57f80"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ATBFillHandlerVanilla-2cf81b2c908c1473.cs","74",,"0x634390","new-candidate",,"medium","634390;234390;A34390",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","822",,"0x008A86FC","new-candidate",,"medium","8A86FC;4A86FC;CA86FC",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","347",,"0x65A2E0","new-candidate",,"medium","65A2E0;25A2E0;A5A2E0","__addr_FUN_00a5a2e0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","91",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","315",,"FUN_00A5ACA0","new-candidate",,"medium","A5ACA0;65ACA0;E5ACA0","FUN_00a5aca0;FUN_00A5ACA0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","956",,"0x00D307EC","new-candidate",,"medium","D307EC;9307EC;11307EC",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2501",,"FUN_00A4F250","new-candidate",,"medium","A4F250;64F250;E4F250","FhUtil;FUN_00a4f250;FUN_00A4F250"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","196",,"FUN_00A57120","new-candidate",,"medium","A57120;657120;E57120","FUN_00a57120;FUN_00A57120"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/Character7-693244e13fb825c5.cs","16",,"FUN_007B10D0","new-candidate",,"medium","7B10D0;3B10D0;BB10D0","FUN_007b10d0;FUN_007B10D0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","543",,"0x658EC0","new-candidate",,"medium","658EC0;258EC0;A58EC0","__addr_FUN_00a58ec0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1870",,"0x01440A38","new-candidate",,"medium","1440A38;1040A38;1840A38",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","207",,"0xD32234","new-candidate",,"medium","D32234;932234;1132234",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","281",,"0x1F10F70","new-candidate",,"medium","1F10F70;1B10F70;2310F70",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","603",,"FUN_008BDDC0","new-candidate",,"medium","8BDDC0;4BDDC0;CBDDC0","FhMethodHandle;FUN_008bddc0;FUN_008BDDC0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/22 - fahrenheit-dev (1340460420477222923).json_Files/modsettings-69b7de13c24f40c7.cs","125",,"0x20FFFFFF","new-candidate",,"medium","20FFFFFF;20BFFFFF;213FFFFF",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ATBFillHandlerVanilla-2cf81b2c908c1473.cs","70",,"0x636900","new-candidate",,"medium","636900;236900;A36900",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","265",,"FUN_00A5B930","new-candidate",,"medium","A5B930;65B930;E5B930","FUN_00a5b930;__addr_FUN_00a5b930;FUN_00A5B930"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","52",,"0xD34460","new-candidate",,"medium","D34460;934460;1134460",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1882",,"0x0147150C","new-candidate",,"medium","147150C;107150C;187150C",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","82",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/22 - fahrenheit-dev (1340460420477222923).json_Files/modsettings-69b7de13c24f40c7.cs","130",,"0xFF0098FF","new-candidate",,"medium","FF0098FF;FEC098FF;FF4098FF",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","21",,"0xF25B61","new-candidate",,"medium","F25B61;B25B61;1325B61",""
"rg-scan",".workspace/research/FFX_TAS_Python/logs.py","334",,"0x8E9004","new-candidate",,"medium","8E9004;4E9004;CE9004",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3197",,"0x00D2A9DC","new-candidate",,"medium","D2A9DC;92A9DC;112A9DC",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","462",,"0x644D30","new-candidate",,"medium","644D30;244D30;A44D30","__addr_FUN_00a44d30"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2189",,"FUN_00A4FA30","new-candidate",,"medium","A4FA30;64FA30;E4FA30","FhUtil;FUN_00a4fa30;FUN_00A4FA30"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2539",,"0x64FB70","new-candidate",,"medium","64FB70;24FB70;A4FB70","FhUtil;FUN_00a4fb70"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","382",,"FUN_00A47440","new-candidate",,"medium","A47440;647440;E47440","FUN_00a47440;FUN_00A47440"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","181",,"0xD32494","new-candidate",,"medium","D32494;932494;1132494",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2867",,"0x00F3080C","new-candidate",,"medium","F3080C;B3080C;133080C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2512",,"0x01140040","new-candidate",,"medium","1140040;D40040;1540040",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","536",,"FUN_00A58080","new-candidate",,"medium","A58080;658080;E58080","FUN_00a58080;FUN_00A58080"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","552",,"FUN_00A59990","new-candidate",,"medium","A59990;659990;E59990","FUN_00a59990;FUN_00A59990"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1455",,"0x00F3CB32","new-candidate",,"medium","F3CB32;B3CB32;133CB32",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","909",,"0xD32110","new-candidate",,"medium","D32110;932110;1132110",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","44",,"0xF3F77B","new-candidate",,"medium","F3F77B;B3F77B;133F77B",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ATBFillHandlerVanilla-2cf81b2c908c1473.cs","133",,"0x9F8817","new-candidate",,"medium","9F8817;5F8817;DF8817","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2006",,"0x40000000","new-candidate",,"medium","40000000;3FC00000;40400000",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","403",,"0x656A40","new-candidate",,"medium","656A40;256A40;A56A40","__addr_FUN_00a56a40"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3007",,"0x00D2E0CF","new-candidate",,"medium","D2E0CF;92E0CF;112E0CF",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","709",,"FUN_00A59990","new-candidate",,"medium","A59990;659990;E59990","FhMethodHandle;FUN_00a59990;__addr_FUN_00a59990;FUN_00A59990"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","282",,"0x1F10F74","new-candidate",,"medium","1F10F74;1B10F74;2310F74",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","371",,"FUN_00A482D0","new-candidate",,"medium","A482D0;6482D0;E482D0","FUN_00a482d0;FUN_00A482D0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","293",,"0x1F10EC4","new-candidate",,"medium","1F10EC4;1B10EC4;2310EC4",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","270",,"FUN_00786FB0","new-candidate",,"medium","786FB0;386FB0;B86FB0","FUN_00786fb0;__addr_FUN_00786fb0;FUN_00786FB0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1072",,"0x00F3F834","new-candidate",,"medium","F3F834;B3F834;133F834",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ATBFillHandlerVanilla-2cf81b2c908c1473.cs","139",,"FUN_00644BB0","new-candidate",,"medium","644BB0;244BB0;A44BB0","FUN_00644bb0;FUN_00644BB0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","428",,"0x4BA330","new-candidate",,"medium","4BA330;BA330;8BA330","__addr_FUN_008ba330"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","575",,"0x65B7B0","new-candidate",,"medium","65B7B0;25B7B0;A5B7B0","__addr_FUN_00a5b7b0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","867",,"0x00D32114","new-candidate",,"medium","D32114;932114;1132114",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","928",,"0x00D307EA","new-candidate",,"medium","D307EA;9307EA;11307EA",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","20",,"0xF407E4","new-candidate",,"medium","F407E4;B407E4;13407E4",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1996",,"0x00D32097","new-candidate",,"medium","D32097;932097;1132097",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","394",,"FUN_00A474D0","new-candidate",,"medium","A474D0;6474D0;E474D0","FUN_00a474d0;__addr_FUN_00a474d0;FUN_00A474D0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","704",,"FUN_00A56160","new-candidate",,"medium","A56160;656160;E56160","FhMethodHandle;FUN_00a56160;__addr_FUN_00a56160;FUN_00A56160"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2686",,"0x0146A240","new-candidate",,"medium","146A240;106A240;186A240",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","875",,"0x00D32364","new-candidate",,"medium","D32364;932364;1132364",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","209",,"0xD32238","new-candidate",,"medium","D32238;932238;1132238",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/damageReworks-0e9da96560a505dd.cs","110",,"0x1F11240","new-candidate",,"medium","1F11240;1B11240;2311240","FhUtil"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","249",,"0xD2CCFE","new-candidate",,"medium","D2CCFE;92CCFE;112CCFE",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","532",,"FUN_00A57F80","new-candidate",,"medium","A57F80;657F80;E57F80","FUN_00a57f80;__addr_FUN_00a57f80;FUN_00A57F80"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/Transitions.cs","670",,"0x4008000A","new-candidate",,"medium","4008000A;3FC8000A;4048000A",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1110",,"0x00D2A8EC","new-candidate",,"medium","D2A8EC;92A8EC;112A8EC",""
